session_id,animal_id,local_path,availability,manifest_processing_status,qc_status,recording_duration_s,metadata_recording_intervals_s,lfp_support_intervals_s,good_sleep_intervals_s,candidate_analysis_intervals_s,metadata_recording_end_s,lfp_support_end_s,good_sleep_support_end_s,duration_mismatch,n_channels,lfp_sample_rate_hz,acquisition_sample_rate_hz,recommended_lfp_channel,recommended_lfp_anatomy,theta_channel,theta_channel_anatomy,anatomical_regions,channels_without_anatomy_label,stable_unit_count,total_spike_count,spike_count_distribution,shank_unit_distribution,full_1s_bin_count,wake_seconds,nrem_seconds,rem_seconds,ignore_seconds,unlabeled_seconds,fine_state_gap_seconds,conflict_seconds,out_of_bounds_annotation_count,incomplete_tail_duration_s,excluded_tail_spike_count,metadata_valid,lfp_valid,spikes_valid,sleep_annotations_valid,wake_sleep_episodes_valid,all_annotation_rows_within_support,invalid_annotations_masked,label_coverage_arithmetic_valid,core_alignment_valid,causal_sample_valid,causal_contexts_checked_s,causal_sample_counts_by_context,findings
BWRat17_121712,BWRat17,F:\CfC-Sleep\crcns-downloader\fcx-1\data\BWRat17_121712,True,audited,WARN,6059.4,"[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]",6059.4,6059.4,6059.4,False,72,1250.0,20000.0,13,ACC,65,dhipp,ACC|dhipp,6,50,345203,"{""min"":121.0,""q25"":1764.5,""median"":3513.0,""q75"":7182.0,""max"":61276.0,""mean"":6904.06}","{""1"":1,""2"":13,""3"":5,""4"":3,""5"":3,""6"":4,""7"":9,""8"":12}",6059,2426,952,103,2578,2055,52,0,2,0.4,7,True,True,True,True,True,False,True,True,True,True,"[5,10,30]","{""5"":3481,""10"":3477,""30"":3457}","[{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8145.0, 8155.0]"",""explanation"":""outside recording bounds [0, 6059.4]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[6801.0, 6890.0]"",""explanation"":""outside recording bounds [0, 6059.4]""},{""severity"":""warning"",""finding_type"":""unlabeled_coverage"",""field"":""broad_state"",""observed_value"":""2055"",""explanation"":""Complete 1-s bins without a broad WAKE/SLEEP label remain IGNORE.""},{""severity"":""warning"",""finding_type"":""fine_state_gap"",""field"":""fine_state"",""observed_value"":""52"",""explanation"":""Broad SLEEP bins without a unique NREM/REM state remain IGNORE.""},{""severity"":""warning"",""finding_type"":""incomplete_tail"",""field"":""analysis_support"",""observed_value"":""0.4"",""explanation"":""The non-integer tail cannot form a complete 1-s target bin.""},{""severity"":""warning"",""finding_type"":""excluded_tail_spikes"",""field"":""stable_spikes"",""observed_value"":""7"",""explanation"":""Spikes outside complete target bins are counted but not silently used.""}]"
BWRat18_020513,BWRat18,F:\CfC-Sleep\crcns-downloader\fcx-1\data\BWRat18_020513,True,audited,WARN,7591.0,"[[0.0,973.9],[973.9,9388.8]]","[[0.0,7591.0]]","[[0.0,7591.0]]","[[0.0,7591.0]]",9388.8,7591.0,7591.0,True,135,1250.0,20000.0,59,MotorCtx,113,piriformL3,MotorCtx|dhipp|piriformL3,7,40,222046,"{""min"":28.0,""q25"":2048.0,""median"":3977.0,""q75"":6547.75,""max"":48765.0,""mean"":5551.15}","{""1"":7,""2"":4,""3"":11,""4"":7,""5"":7,""6"":4}",7591,2012,4158,611,810,171,64,90,51,0.0,0,True,True,True,True,True,False,True,True,True,True,"[5,10,30]","{""5"":6781,""10"":6777,""30"":6757}","[{""severity"":""warning"",""finding_type"":""duration_mismatch"",""field"":""BasicMetaData.RecordingFileIntervals_vs_LFP"",""observed_value"":""Metadata ends at 9388.800000000 s while actual LFP support ends at 7591.000000000 s."",""explanation"":""The mismatch is retained as provenance; it does not redefine support from spikes or annotations.""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8168.0, 8175.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8219.0, 8252.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8374.0, 8393.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8636.0, 8664.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8669.0, 8676.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8990.0, 8996.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[9044.0, 9047.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10313.0, 10321.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10333.0, 10361.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[12464.0, 12498.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[12803.0, 12827.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13164.0, 13192.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13197.0, 13208.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13221.0, 13226.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13239.0, 13249.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13401.0, 13404.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13442.0, 13466.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13833.0, 13841.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13915.0, 13922.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[14066.0, 14078.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[14665.0, 14671.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15156.0, 15179.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15235.0, 15274.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15395.0, 15401.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15661.0, 15691.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15950.0, 15958.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[16202.0, 16217.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[17029.0, 17055.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[17820.0, 17853.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10098.0, 10202.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10212.0, 10308.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12340.0, 12423.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[13738.0, 13822.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14290.0, 14299.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14312.0, 14351.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14888.0, 14903.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14960.0, 14966.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14995.0, 15003.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15107.0, 15139.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15435.0, 15521.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15877.0, 15918.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16008.0, 16052.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16629.0, 16633.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16678.0, 16687.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16882.0, 16905.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16951.0, 16964.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17581.0, 17587.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17607.0, 17622.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17765.0, 17793.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[18176.0, 18248.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[18439.0, 18536.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""unlabeled_coverage"",""field"":""broad_state"",""observed_value"":""171"",""explanation"":""Complete 1-s bins without a broad WAKE/SLEEP label remain IGNORE.""},{""severity"":""warning"",""finding_type"":""fine_state_gap"",""field"":""fine_state"",""observed_value"":""64"",""explanation"":""Broad SLEEP bins without a unique NREM/REM state remain IGNORE.""},{""severity"":""warning"",""finding_type"":""annotation_conflict"",""field"":""target_label"",""observed_value"":""90"",""explanation"":""Conflicting annotations remain IGNORE and are not repaired.""}]"
BWRat19_032513,BWRat19,F:\CfC-Sleep\crcns-downloader\fcx-1\data\BWRat19_032513,True,audited,WARN,3928.8,"[[0.0,3928.8]]","[[0.0,3928.8]]","[[0.0,3928.8]]","[[0.0,3928.8]]",3928.8,3928.8,3928.8,False,135,1250.0,20000.0,24,MotorCtx,8,MotorCtx,CeA|MotorCtx,7,61,562797,"{""min"":112.0,""q25"":2022.0,""median"":3931.0,""q75"":9545.0,""max"":57208.0,""mean"":9226.180327868853}","{""1"":9,""2"":11,""3"":9,""4"":11,""5"":8,""6"":13}",3928,453,1087,227,2161,1848,53,0,54,0.8,159,True,True,True,True,True,False,True,True,True,True,"[5,10,30]","{""5"":1767,""10"":1767,""30"":1767}","[{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[5860.0, 5864.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[5879.0, 5892.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[5904.0, 5912.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[5939.0, 5968.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[5985.0, 5993.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[6025.0, 6029.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[6088.0, 6092.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[6884.0, 6897.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[6925.0, 6948.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[7422.0, 7431.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[7474.0, 7478.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[7695.0, 7728.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[7770.0, 7779.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[7862.0, 7867.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8467.0, 8485.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8539.0, 8546.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8556.0, 8567.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8896.0, 8908.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[9012.0, 9026.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[9820.0, 9847.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10039.0, 10045.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10165.0, 10173.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10338.0, 10346.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10468.0, 10475.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10688.0, 10712.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10719.0, 10725.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[11534.0, 11537.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[11944.0, 11963.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13040.0, 13054.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[5305.0, 5354.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[5618.0, 5665.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[5676.0, 5717.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[5751.0, 5827.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[7137.0, 7160.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[7349.0, 7352.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[7389.0, 7408.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[7977.0, 8000.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[8276.0, 8282.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[8407.0, 8459.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[8644.0, 8660.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[8675.0, 8691.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[8696.0, 8716.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[9207.0, 9236.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10633.0, 10644.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10664.0, 10683.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[11007.0, 11022.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[11238.0, 11292.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[11863.0, 11916.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[11921.0, 11926.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12847.0, 12866.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12898.0, 12901.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12965.0, 12974.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12995.0, 12998.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[13065.0, 13069.0]"",""explanation"":""outside recording bounds [0, 3928.8]""},{""severity"":""warning"",""finding_type"":""unlabeled_coverage"",""field"":""broad_state"",""observed_value"":""1848"",""explanation"":""Complete 1-s bins without a broad WAKE/SLEEP label remain IGNORE.""},{""severity"":""warning"",""finding_type"":""fine_state_gap"",""field"":""fine_state"",""observed_value"":""53"",""explanation"":""Broad SLEEP bins without a unique NREM/REM state remain IGNORE.""},{""severity"":""warning"",""finding_type"":""incomplete_tail"",""field"":""analysis_support"",""observed_value"":""0.8"",""explanation"":""The non-integer tail cannot form a complete 1-s target bin.""},{""severity"":""warning"",""finding_type"":""excluded_tail_spikes"",""field"":""stable_spikes"",""observed_value"":""159"",""explanation"":""Spikes outside complete target bins are counted but not silently used.""}]"
