animal_id,session_id,qc_status,preflight_status,preflight_issues,metadata_load_status,lfp_load_status,spikes_load_status,annotations_load_status,metadata_recording_intervals_s,raw_metadata_recording_intervals_s,lfp_support_intervals_s,good_sleep_intervals_s,raw_good_sleep_intervals_s,resolved_metadata_constraint_s,resolved_good_sleep_constraint_s,analysis_support_intervals_s,support_resolution_method,analysis_support_origin_s,analysis_support_connected,recording_duration_s,duration_mismatch,support_pattern,lfp_sampling_rate_hz,acquisition_sampling_rate_hz,lfp_channel_count,recommended_lfp_channel,recommended_lfp_anatomy,recommended_theta_channel,recommended_theta_anatomy,anatomical_regions,stable_unit_count,total_stable_spikes,tail_spikes_outside_complete_bins,out_of_analysis_support_spikes,wake_seconds,nrem_seconds,rem_seconds,ignore_seconds,valid_supervision_fraction,missing_core_classes,annotation_oob_by_exact_field,core_target_oob_count,auxiliary_oob_count,broad_or_episode_oob_count,malformed_annotation_rows,conflict_seconds,conflict_duration_by_type_s,exact_conflict_intervals,core_alignment_valid,causal_5s_valid,causal_10s_valid,causal_30s_valid,causal_sample_counts,findings,structural_issue
BWRat17,BWRat17_121712,WARN,PASS,[],PASS,PASS,PASS,PASS,"[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]","[[0.0,6059.4]]",finite_constraints_intersected_with_verified_lfp_support,0.0,True,6059.4,False,metadata_good_sleep_lfp_equal,1250.0,20000.0,72,13,ACC,65,dhipp,ACC|dhipp,50,345203,7,0,2426,952,103,2578,0.5745172470704737,,"[{""field"":""MATimePairFormat"",""role"":""auxiliary_substate"",""count"":1,""rows"":[{""row_index"":9,""interval_s"":[8145.0,8155.0],""reason"":""outside recording bounds [0, 6059.4]""}]},{""field"":""WakeInterruptionTimePairFormat"",""role"":""auxiliary_substate"",""count"":1,""rows"":[{""row_index"":8,""interval_s"":[6801.0,6890.0],""reason"":""outside recording bounds [0, 6059.4]""}]}]",0,2,0,[],0,{},[],True,True,True,True,"{""5"":3481,""10"":3477,""30"":3457}","[{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8145.0, 8155.0]"",""explanation"":""outside recording bounds [0, 6059.4]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[6801.0, 6890.0]"",""explanation"":""outside recording bounds [0, 6059.4]""},{""severity"":""warning"",""finding_type"":""unlabeled_coverage"",""field"":""broad_state"",""observed_value"":""2055"",""explanation"":""Complete 1-s bins without a broad WAKE/SLEEP label remain IGNORE.""},{""severity"":""warning"",""finding_type"":""fine_state_gap"",""field"":""fine_state"",""observed_value"":""52"",""explanation"":""Broad SLEEP bins without a unique NREM/REM state remain IGNORE.""},{""severity"":""warning"",""finding_type"":""incomplete_tail"",""field"":""analysis_support"",""observed_value"":""0.4"",""explanation"":""The non-integer tail cannot form a complete 1-s target bin.""},{""severity"":""warning"",""finding_type"":""excluded_tail_spikes"",""field"":""stable_spikes"",""observed_value"":""7"",""explanation"":""Spikes outside complete target bins are counted but not silently used.""}]",
BWRat18,BWRat18_020513,WARN,PASS,[],PASS,PASS,PASS,PASS,"[[0.0,973.9],[973.9,9388.8]]","[[0.0,973.9],[973.9,9388.8]]","[[0.0,7591.0]]","[[0.0,7591.0]]","[[0.0,7591.0]]","[[0.0,7591.0]]","[[0.0,7591.0]]","[[0.0,7591.0]]",finite_constraints_intersected_with_verified_lfp_support,0.0,True,7591.0,True,metadata_differs_good_sleep_matches_lfp,1250.0,20000.0,135,59,MotorCtx,113,piriformL3,MotorCtx|dhipp|piriformL3,40,222046,0,0,2012,4158,611,810,0.8932946910815439,,"[{""field"":""MATimePairFormat"",""role"":""auxiliary_substate"",""count"":29,""rows"":[{""row_index"":4,""interval_s"":[8168.0,8175.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":5,""interval_s"":[8219.0,8252.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":6,""interval_s"":[8374.0,8393.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":7,""interval_s"":[8636.0,8664.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":8,""interval_s"":[8669.0,8676.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":9,""interval_s"":[8990.0,8996.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":10,""interval_s"":[9044.0,9047.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":11,""interval_s"":[10313.0,10321.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":12,""interval_s"":[10333.0,10361.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":13,""interval_s"":[12464.0,12498.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":14,""interval_s"":[12803.0,12827.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":15,""interval_s"":[13164.0,13192.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":16,""interval_s"":[13197.0,13208.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":17,""interval_s"":[13221.0,13226.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":18,""interval_s"":[13239.0,13249.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":19,""interval_s"":[13401.0,13404.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":20,""interval_s"":[13442.0,13466.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":21,""interval_s"":[13833.0,13841.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":22,""interval_s"":[13915.0,13922.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":23,""interval_s"":[14066.0,14078.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":24,""interval_s"":[14665.0,14671.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":25,""interval_s"":[15156.0,15179.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":26,""interval_s"":[15235.0,15274.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":27,""interval_s"":[15395.0,15401.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":28,""interval_s"":[15661.0,15691.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":29,""interval_s"":[15950.0,15958.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":30,""interval_s"":[16202.0,16217.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":31,""interval_s"":[17029.0,17055.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":32,""interval_s"":[17820.0,17853.0],""reason"":""outside recording bounds [0, 7591.0]""}]},{""field"":""WakeInterruptionTimePairFormat"",""role"":""auxiliary_substate"",""count"":22,""rows"":[{""row_index"":17,""interval_s"":[10098.0,10202.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":18,""interval_s"":[10212.0,10308.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":19,""interval_s"":[12340.0,12423.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":20,""interval_s"":[13738.0,13822.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":21,""interval_s"":[14290.0,14299.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":22,""interval_s"":[14312.0,14351.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":23,""interval_s"":[14888.0,14903.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":24,""interval_s"":[14960.0,14966.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":25,""interval_s"":[14995.0,15003.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":26,""interval_s"":[15107.0,15139.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":27,""interval_s"":[15435.0,15521.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":28,""interval_s"":[15877.0,15918.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":29,""interval_s"":[16008.0,16052.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":30,""interval_s"":[16629.0,16633.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":31,""interval_s"":[16678.0,16687.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":32,""interval_s"":[16882.0,16905.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":33,""interval_s"":[16951.0,16964.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":34,""interval_s"":[17581.0,17587.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":35,""interval_s"":[17607.0,17622.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":36,""interval_s"":[17765.0,17793.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":37,""interval_s"":[18176.0,18248.0],""reason"":""outside recording bounds [0, 7591.0]""},{""row_index"":38,""interval_s"":[18439.0,18536.0],""reason"":""outside recording bounds [0, 7591.0]""}]}]",0,51,0,[],90,"{""WAKE+MA"":9.0,""WAKE+WakeInterruption"":81.0}","[{""type"":""WAKE+MA"",""start_s"":3644.0,""stop_s"":3653.0,""duration_s"":9.0},{""type"":""WAKE+WakeInterruption"",""start_s"":3712.0,""stop_s"":3793.0,""duration_s"":81.0}]",True,True,True,True,"{""5"":6781,""10"":6777,""30"":6757}","[{""severity"":""warning"",""finding_type"":""duration_mismatch"",""field"":""BasicMetaData.RecordingFileIntervals_vs_LFP"",""observed_value"":""Metadata ends at 9388.800000000 s while actual LFP support ends at 7591.000000000 s."",""explanation"":""The mismatch is retained as provenance; it does not redefine support from spikes or annotations.""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8168.0, 8175.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8219.0, 8252.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8374.0, 8393.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8636.0, 8664.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8669.0, 8676.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[8990.0, 8996.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[9044.0, 9047.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10313.0, 10321.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[10333.0, 10361.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[12464.0, 12498.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[12803.0, 12827.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13164.0, 13192.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13197.0, 13208.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13221.0, 13226.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13239.0, 13249.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13401.0, 13404.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13442.0, 13466.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13833.0, 13841.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[13915.0, 13922.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[14066.0, 14078.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[14665.0, 14671.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15156.0, 15179.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15235.0, 15274.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15395.0, 15401.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15661.0, 15691.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[15950.0, 15958.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[16202.0, 16217.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[17029.0, 17055.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""MATimePairFormat"",""observed_value"":""[17820.0, 17853.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10098.0, 10202.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[10212.0, 10308.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[12340.0, 12423.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[13738.0, 13822.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14290.0, 14299.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14312.0, 14351.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14888.0, 14903.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14960.0, 14966.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[14995.0, 15003.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15107.0, 15139.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15435.0, 15521.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[15877.0, 15918.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16008.0, 16052.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16629.0, 16633.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16678.0, 16687.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16882.0, 16905.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[16951.0, 16964.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17581.0, 17587.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17607.0, 17622.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[17765.0, 17793.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[18176.0, 18248.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""annotation_out_of_bounds"",""field"":""WakeInterruptionTimePairFormat"",""observed_value"":""[18439.0, 18536.0]"",""explanation"":""outside recording bounds [0, 7591.0]""},{""severity"":""warning"",""finding_type"":""unlabeled_coverage"",""field"":""broad_state"",""observed_value"":""171"",""explanation"":""Complete 1-s bins without a broad WAKE/SLEEP label remain IGNORE.""},{""severity"":""warning"",""finding_type"":""fine_state_gap"",""field"":""fine_state"",""observed_value"":""64"",""explanation"":""Broad SLEEP bins without a unique NREM/REM state remain IGNORE.""},{""severity"":""warning"",""finding_type"":""annotation_conflict"",""field"":""target_label"",""observed_value"":""90"",""explanation"":""Conflicting annotations remain IGNORE and are not repaired.""}]",
