animal_id,session_id,source_field,source_file,raw_dtype,raw_shape,units,interval_convention,parser_role,raw_row_count,valid_row_count,oob_or_invalid_row_count,malformed_row_count,raw_parser_numeric_exact,intervalset_duplicate_matches_timepair,supervised_target_source
Dino,Dino_062014_ACC,WakeTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,3,3,0,0,True,True,True
Dino,Dino_062014_ACC,SleepTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,3,3,0,0,True,True,False
Dino,Dino_062014_ACC,SWSPacketTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(41, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,41,41,0,0,True,True,True
Dino,Dino_062014_ACC,REMTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(21, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,21,21,0,0,True,True,True
Dino,Dino_062014_ACC,MATimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(49, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,49,49,0,0,True,True,False
Dino,Dino_062014_ACC,WakeInterruptionTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(36, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,36,36,0,0,True,True,False
Dino,Dino_062014_ACC,REMEpisodeTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(18, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,18,18,0,0,True,True,False
Dino,Dino_062014_ACC,SWSEpisodeTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,uint16,"(22, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,22,22,0,0,True,True,False
Dino,Dino_062014_ACC,WakeSleepTimePairFormat,Dino_062014_ACC_WSRestrictedIntervals.mat,object,"(3,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,6,6,0,0,True,True,False
Dino,Dino_062014_ACC,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Dino_062014_ACC_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 9931, ""NREM"": 7632, ""REM"": 1826, ""WAKE"": 2974}, ""m3_report_counts"": {""IGNORE"": 9931, ""NREM"": 7632, ""REM"": 1826, ""WAKE"": 2974}}"
Dino,Dino_062014_mPFC,WakeTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,3,3,0,0,True,True,True
Dino,Dino_062014_mPFC,SleepTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,3,3,0,0,True,True,False
Dino,Dino_062014_mPFC,SWSPacketTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(17, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,17,17,0,0,True,True,True
Dino,Dino_062014_mPFC,REMTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(10, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,10,10,0,0,True,True,True
Dino,Dino_062014_mPFC,MATimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(57, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,57,57,0,0,True,True,False
Dino,Dino_062014_mPFC,WakeInterruptionTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(46, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,46,46,0,0,True,True,False
Dino,Dino_062014_mPFC,REMEpisodeTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(8, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,8,8,0,0,True,True,False
Dino,Dino_062014_mPFC,SWSEpisodeTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,uint16,"(11, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,11,11,0,0,True,True,False
Dino,Dino_062014_mPFC,WakeSleepTimePairFormat,Dino_062014_mPFC_WSRestrictedIntervals.mat,object,"(3,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,6,6,0,0,True,True,False
Dino,Dino_062014_mPFC,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Dino_062014_mPFC_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 15494, ""NREM"": 3462, ""REM"": 811, ""WAKE"": 2596}, ""m3_report_counts"": {""IGNORE"": 15494, ""NREM"": 3462, ""REM"": 811, ""WAKE"": 2596}}"
Dino,Dino_072114_mPFC,WakeTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,1,1,0,0,True,True,True
Dino,Dino_072114_mPFC,SleepTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,1,1,0,0,True,True,False
Dino,Dino_072114_mPFC,SWSPacketTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,3,3,0,0,True,True,True
Dino,Dino_072114_mPFC,REMTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(5, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,5,5,0,0,True,True,True
Dino,Dino_072114_mPFC,MATimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(80, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,80,15,65,0,True,True,False
Dino,Dino_072114_mPFC,WakeInterruptionTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(81, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,81,16,65,0,True,True,False
Dino,Dino_072114_mPFC,REMEpisodeTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,3,3,0,0,True,True,False
Dino,Dino_072114_mPFC,SWSEpisodeTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,3,3,0,0,True,True,False
Dino,Dino_072114_mPFC,WakeSleepTimePairFormat,Dino_072114_mPFC_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,2,2,0,0,True,True,False
Dino,Dino_072114_mPFC,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Dino_072114_mPFC_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,130,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 3406, ""NREM"": 1072, ""REM"": 239, ""WAKE"": 3241}, ""m3_report_counts"": {""IGNORE"": 3406, ""NREM"": 1072, ""REM"": 239, ""WAKE"": 3241}}"
Dino,Dino_072314_mPFC,WakeTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,2,2,0,0,True,True,True
Dino,Dino_072314_mPFC,SleepTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,2,2,0,0,True,True,False
Dino,Dino_072314_mPFC,SWSPacketTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(16, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,16,16,0,0,True,True,True
Dino,Dino_072314_mPFC,REMTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(11, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,11,11,0,0,True,True,True
Dino,Dino_072314_mPFC,MATimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(75, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,75,24,51,0,True,True,False
Dino,Dino_072314_mPFC,WakeInterruptionTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(89, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,89,43,46,0,True,True,False
Dino,Dino_072314_mPFC,REMEpisodeTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(5, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,5,5,0,0,True,True,False
Dino,Dino_072314_mPFC,SWSEpisodeTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,uint16,"(8, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,8,8,0,0,True,True,False
Dino,Dino_072314_mPFC,WakeSleepTimePairFormat,Dino_072314_mPFC_WSRestrictedIntervals.mat,object,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,4,4,0,0,True,True,False
Dino,Dino_072314_mPFC,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Dino_072314_mPFC_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,97,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 6233, ""NREM"": 1834, ""REM"": 610, ""WAKE"": 1644}, ""m3_report_counts"": {""IGNORE"": 6233, ""NREM"": 1834, ""REM"": 610, ""WAKE"": 1644}}"
Dino,Dino_072414_mPFC,WakeTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,1,1,0,0,True,True,True
Dino,Dino_072414_mPFC,SleepTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,1,1,0,0,True,True,False
Dino,Dino_072414_mPFC,SWSPacketTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(6, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,6,6,0,0,True,True,True
Dino,Dino_072414_mPFC,REMTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,1,1,0,0,True,True,True
Dino,Dino_072414_mPFC,MATimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(71, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,71,34,37,0,True,True,False
Dino,Dino_072414_mPFC,WakeInterruptionTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(84, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,84,41,43,0,True,True,False
Dino,Dino_072414_mPFC,REMEpisodeTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,1,1,0,0,True,True,False
Dino,Dino_072414_mPFC,SWSEpisodeTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(4, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,4,4,0,0,True,True,False
Dino,Dino_072414_mPFC,WakeSleepTimePairFormat,Dino_072414_mPFC_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,2,2,0,0,True,True,False
Dino,Dino_072414_mPFC,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Dino_072414_mPFC_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,80,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 8949, ""NREM"": 993, ""REM"": 165, ""WAKE"": 3101}, ""m3_report_counts"": {""IGNORE"": 8949, ""NREM"": 993, ""REM"": 165, ""WAKE"": 3101}}"
JennBuzsaki22,20140526_277um,WakeTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,2,2,0,0,True,True,True
JennBuzsaki22,20140526_277um,SleepTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,2,2,0,0,True,True,False
JennBuzsaki22,20140526_277um,SWSPacketTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(26, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,26,26,0,0,True,True,True
JennBuzsaki22,20140526_277um,REMTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(6, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,6,6,0,0,True,True,True
JennBuzsaki22,20140526_277um,MATimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(55, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,55,55,0,0,True,True,False
JennBuzsaki22,20140526_277um,WakeInterruptionTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(18, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,18,18,0,0,True,True,False
JennBuzsaki22,20140526_277um,REMEpisodeTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,3,3,0,0,True,True,False
JennBuzsaki22,20140526_277um,SWSEpisodeTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,uint16,"(9, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,9,9,0,0,True,True,False
JennBuzsaki22,20140526_277um,WakeSleepTimePairFormat,20140526_277um_WSRestrictedIntervals.mat,object,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,4,4,0,0,True,True,False
JennBuzsaki22,20140526_277um,__SESSION_STRICT_LABEL_RECONSTRUCTION__,20140526_277um_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 8496, ""NREM"": 2754, ""REM"": 181, ""WAKE"": 2141}, ""m3_report_counts"": {""IGNORE"": 8496, ""NREM"": 2754, ""REM"": 181, ""WAKE"": 2141}}"
JennBuzsaki22,20140527_421um,WakeTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,1,1,0,0,True,True,True
JennBuzsaki22,20140527_421um,SleepTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,1,1,0,0,True,True,False
JennBuzsaki22,20140527_421um,SWSPacketTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(8, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,8,8,0,0,True,True,True
JennBuzsaki22,20140527_421um,REMTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(5, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,5,5,0,0,True,True,True
JennBuzsaki22,20140527_421um,MATimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(33, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,33,33,0,0,True,True,False
JennBuzsaki22,20140527_421um,WakeInterruptionTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(35, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,35,35,0,0,True,True,False
JennBuzsaki22,20140527_421um,REMEpisodeTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,2,2,0,0,True,True,False
JennBuzsaki22,20140527_421um,SWSEpisodeTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(4, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,4,4,0,0,True,True,False
JennBuzsaki22,20140527_421um,WakeSleepTimePairFormat,20140527_421um_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,2,2,0,0,True,True,False
JennBuzsaki22,20140527_421um,__SESSION_STRICT_LABEL_RECONSTRUCTION__,20140527_421um_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 13981, ""NREM"": 1911, ""REM"": 205, ""WAKE"": 1518}, ""m3_report_counts"": {""IGNORE"": 13981, ""NREM"": 1911, ""REM"": 205, ""WAKE"": 1518}}"
JennBuzsaki22,20140528_565um,WakeTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,1,1,0,0,True,True,True
JennBuzsaki22,20140528_565um,SleepTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(2,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,1,1,0,0,True,True,False
JennBuzsaki22,20140528_565um,SWSPacketTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(15, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,15,15,0,0,True,True,True
JennBuzsaki22,20140528_565um,REMTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(14, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,14,14,0,0,True,True,True
JennBuzsaki22,20140528_565um,MATimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(29, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,29,29,0,0,True,True,False
JennBuzsaki22,20140528_565um,WakeInterruptionTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(22, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,22,22,0,0,True,True,False
JennBuzsaki22,20140528_565um,REMEpisodeTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(7, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,7,7,0,0,True,True,False
JennBuzsaki22,20140528_565um,SWSEpisodeTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(9, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,9,9,0,0,True,True,False
JennBuzsaki22,20140528_565um,WakeSleepTimePairFormat,20140528_565um_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,2,2,0,0,True,True,False
JennBuzsaki22,20140528_565um,__SESSION_STRICT_LABEL_RECONSTRUCTION__,20140528_565um_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 8337, ""NREM"": 2746, ""REM"": 523, ""WAKE"": 789}, ""m3_report_counts"": {""IGNORE"": 8337, ""NREM"": 2746, ""REM"": 523, ""WAKE"": 789}}"
Bogey,Bogey_012615,WakeTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,3,3,0,0,True,True,True
Bogey,Bogey_012615,SleepTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,3,3,0,0,True,True,False
Bogey,Bogey_012615,SWSPacketTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(60, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,60,60,0,0,True,True,True
Bogey,Bogey_012615,REMTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(18, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,18,18,0,0,True,True,True
Bogey,Bogey_012615,MATimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(73, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,73,73,0,0,True,True,False
Bogey,Bogey_012615,WakeInterruptionTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(83, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,83,83,0,0,True,True,False
Bogey,Bogey_012615,REMEpisodeTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(9, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,9,9,0,0,True,True,False
Bogey,Bogey_012615,SWSEpisodeTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,uint16,"(27, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,27,27,0,0,True,True,False
Bogey,Bogey_012615,WakeSleepTimePairFormat,Bogey_012615_WSRestrictedIntervals.mat,object,"(3,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,6,6,0,0,True,True,False
Bogey,Bogey_012615,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Bogey_012615_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,0,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 13496, ""NREM"": 6519, ""REM"": 788, ""WAKE"": 3460}, ""m3_report_counts"": {""IGNORE"": 13496, ""NREM"": 6519, ""REM"": 788, ""WAKE"": 3460}}"
Splinter,Splinter_020515,WakeTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,3,3,0,0,True,True,True
Splinter,Splinter_020515,SleepTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(3, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,3,3,0,0,True,True,False
Splinter,Splinter_020515,SWSPacketTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(33, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,33,33,0,0,True,True,True
Splinter,Splinter_020515,REMTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(13, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,13,13,0,0,True,True,True
Splinter,Splinter_020515,MATimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(67, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,67,66,1,0,True,True,False
Splinter,Splinter_020515,WakeInterruptionTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(51, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,51,46,5,0,True,True,False
Splinter,Splinter_020515,REMEpisodeTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(9, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,9,9,0,0,True,True,False
Splinter,Splinter_020515,SWSEpisodeTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,uint16,"(13, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_diagnostic,13,13,0,0,True,True,False
Splinter,Splinter_020515,WakeSleepTimePairFormat,Splinter_020515_WSRestrictedIntervals.mat,object,"(3,)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",episode_pair_diagnostic,6,6,0,0,True,True,False
Splinter,Splinter_020515,__SESSION_STRICT_LABEL_RECONSTRUCTION__,Splinter_020515_WSRestrictedIntervals.mat,,,1-second bins,"target [t-1,t), full-bin coverage only",audit_summary,,,6,0,True,True,"{""counts_match"": true, ""independent_counts"": {""IGNORE"": 11839, ""NREM"": 6567, ""REM"": 944, ""WAKE"": 4486}, ""m3_report_counts"": {""IGNORE"": 11839, ""NREM"": 6567, ""REM"": 944, ""WAKE"": 4486}}"
Splinter,Splinter_020915,WakeTimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_WAKE,2,2,0,0,True,True,True
Splinter,Splinter_020915,SleepTimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(2, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",broad_SLEEP_diagnostic,2,2,0,0,True,True,False
Splinter,Splinter_020915,SWSPacketTimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(31, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_NREM,31,31,0,0,True,True,True
Splinter,Splinter_020915,REMTimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(27, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",core_REM,27,27,0,0,True,True,True
Splinter,Splinter_020915,MATimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(44, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_MA,44,44,0,0,True,True,False
Splinter,Splinter_020915,WakeInterruptionTimePairFormat,Splinter_020915_WSRestrictedIntervals.mat,uint16,"(51, 2)",seconds,"half-open [start,stop) in pipeline; official source gives start/stop seconds",auxiliary_WakeInterruption,51,51,0,0,True,True,False
